latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
24.30763,-106.18186,322.34,0.41,0.45,2025-05-01,09:09,N,nominal,2.0NRT,290.52,1.49,N
24.34461,-106.36732,308.31,0.4,0.44,2025-05-01,09:09,N,nominal,2.0NRT,286.04,1.07,N
24.34396,-106.36404,300.06,0.4,0.44,2025-05-01,09:09,N,nominal,2.0NRT,285.37,1.07,N
24.30825,-106.18497,312.89,0.41,0.45,2025-05-01,09:09,N,nominal,2.0NRT,290.52,3.29,N
24.30704,-106.17889,305.19,0.41,0.45,2025-05-01,09:09,N,nominal,2.0NRT,290.22,1.49,N
24.30649,-106.17609,304.44,0.41,0.45,2025-05-01,09:09,N,nominal,2.0NRT,288.97,1.25,N
24.30596,-106.17343,298.43,0.41,0.45,2025-05-01,09:09,N,nominal,2.0NRT,286.97,1.25,N
24.29679,-106.12769,299.87,0.42,0.45,2025-05-01,09:09,N,nominal,2.0NRT,288.97,0.82,N
24.33815,-106.35609,343.18,0.4,0.44,2025-05-01,09:09,N,nominal,2.0NRT,292.27,4.22,N
24.3412,-106.37143,301.36,0.4,0.44,2025-05-01,09:09,N,nominal,2.0NRT,288.08,0.64,N
24.30471,-106.18864,309.48,0.41,0.45,2025-05-01,09:09,N,nominal,2.0NRT,290.16,3.29,N
24.30176,-106.17385,315.8,0.41,0.45,2025-05-01,09:09,N,nominal,2.0NRT,288.65,1.25,N
24.34797,-106.36297,311.85,0.4,0.44,2025-05-01,09:09,N,nominal,2.0NRT,287.62,2.01,N
24.34712,-106.35867,351.56,0.4,0.44,2025-05-01,09:09,N,nominal,2.0NRT,302.08,10.26,N
24.30735,-106.11607,309.51,0.42,0.45,2025-05-01,09:09,N,nominal,2.0NRT,290.29,1.25,N
24.30842,-106.12145,303.95,0.42,0.45,2025-05-01,09:09,N,nominal,2.0NRT,288.63,1.25,N
24.31161,-106.11594,310.35,0.42,0.45,2025-05-01,09:09,N,nominal,2.0NRT,290.29,1.25,N
24.42133,-106.67188,310.22,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,287.17,0.75,N
24.42532,-106.6711,310.56,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,287.95,0.68,N
24.31579,-106.11535,329.08,0.42,0.45,2025-05-01,09:09,N,nominal,2.0NRT,292.02,3.67,N
24.42933,-106.67036,303.64,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,290.01,0.68,N
24.44338,-106.59299,321.44,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,292.37,2.71,N
24.44595,-106.58475,304.44,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,292.25,1.27,N
24.44834,-106.57556,304.01,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,290.91,1.04,N
24.44993,-106.58385,308.43,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,291.16,1.86,N
24.46581,-106.62309,301.18,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,289.16,0.79,N
24.57686,-106.97408,310.03,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,289.14,1.4,N
24.58076,-106.97327,313.07,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,284.25,1.4,N
24.58174,-106.97832,300.38,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,285.33,0.93,N
24.58369,-106.96743,298.26,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,284.65,0.76,N
24.58463,-106.97227,301.73,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,285.12,0.76,N
24.5856,-106.9773,299.18,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,285.01,0.34,N
24.58759,-106.96655,297.95,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,283.22,0.76,N
24.58852,-106.9714,312.48,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,287.93,0.76,N
24.82409,-107.57014,302.87,0.51,0.41,2025-05-01,09:09,N,nominal,2.0NRT,283.74,0.88,N
24.93075,-107.22133,310.31,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,291.28,1.63,N
24.93459,-107.22059,309.58,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,293.3,1.63,N
18.43225,-99.39582,298.15,0.71,0.75,2025-05-01,09:09,N,nominal,2.0NRT,285.08,0.81,N
18.43201,-99.39664,296.81,0.71,0.75,2025-05-01,09:09,N,nominal,2.0NRT,284.97,0.7,N
18.86253,-99.75584,297.29,0.66,0.73,2025-05-01,09:09,N,nominal,2.0NRT,283.19,0.61,N
19.67467,-103.37797,317.66,0.38,0.59,2025-05-01,09:09,N,nominal,2.0NRT,289.47,1.84,N
19.67117,-103.37903,300.33,0.38,0.58,2025-05-01,09:09,N,nominal,2.0NRT,286.74,0.65,N
19.67683,-103.37929,301.33,0.38,0.58,2025-05-01,09:09,N,nominal,2.0NRT,287.28,1.03,N
18.86421,-99.75634,295.97,0.66,0.73,2025-05-01,09:09,N,nominal,2.0NRT,282.83,0.6,N
20.01222,-104.72722,301.22,0.61,0.53,2025-05-01,09:09,N,nominal,2.0NRT,285.46,0.95,N
20.01981,-104.71463,301.41,0.61,0.53,2025-05-01,09:09,N,nominal,2.0NRT,286.97,1.73,N
19.70742,-102.68007,295.14,0.42,0.61,2025-05-01,09:09,N,nominal,2.0NRT,275.71,0.57,N
19.7113,-102.67109,295.62,0.42,0.61,2025-05-01,09:09,N,nominal,2.0NRT,281.51,1.15,N
19.71217,-102.67509,295.43,0.42,0.61,2025-05-01,09:09,N,nominal,2.0NRT,278.03,1.67,N
19.71678,-102.66936,311.53,0.42,0.61,2025-05-01,09:09,N,nominal,2.0NRT,282.95,1.15,N
20.09599,-104.06284,298.13,0.33,0.56,2025-05-01,09:09,N,nominal,2.0NRT,283.81,0.5,N
19.47574,-100.96471,297.67,0.54,0.68,2025-05-01,09:09,N,nominal,2.0NRT,285.99,2.65,N
20.48009,-104.83553,300.75,0.59,0.53,2025-05-01,09:09,N,nominal,2.0NRT,287,1.49,N
20.4811,-104.84042,297.88,0.59,0.53,2025-05-01,09:09,N,nominal,2.0NRT,286.29,1.13,N
19.22018,-98.78138,311.08,0.75,0.77,2025-05-01,09:09,N,nominal,2.0NRT,282.36,3.27,N
20.1772,-102.07284,313.73,0.45,0.63,2025-05-01,09:09,N,nominal,2.0NRT,286.62,2.2,N
20.17923,-102.05512,296.98,0.45,0.63,2025-05-01,09:09,N,nominal,2.0NRT,286.22,0.69,N
20.18489,-102.05354,303.4,0.45,0.63,2025-05-01,09:09,N,nominal,2.0NRT,286.16,0.69,N
20.60101,-103.34456,304.01,0.36,0.58,2025-05-01,09:09,N,nominal,2.0NRT,288.44,0.78,N
20.03162,-99.27213,295.94,0.67,0.74,2025-05-01,09:09,N,nominal,2.0NRT,281.92,2.57,N
27.3014,-107.42062,304.46,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,280.16,1.55,N
27.45163,-108.21915,308.63,0.44,0.39,2025-05-01,09:09,N,nominal,2.0NRT,286.6,1.78,N
27.30062,-107.39616,320.65,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,280.03,2.53,N
27.30156,-107.38082,298.14,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,279.41,1,N
27.30426,-107.39531,316.34,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,280.73,2.53,N
27.51329,-107.75313,310.71,0.46,0.39,2025-05-01,09:09,N,nominal,2.0NRT,284.94,1.16,N
26.59623,-107.6938,322.96,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,289.02,2.7,N
27.51759,-107.75631,303.59,0.46,0.39,2025-05-01,09:09,N,nominal,2.0NRT,283.85,0.82,N
27.70966,-107.79684,296.29,0.46,0.39,2025-05-01,09:09,N,nominal,2.0NRT,276.85,2.63,N
27.71049,-107.80139,339.21,0.46,0.39,2025-05-01,09:09,N,nominal,2.0NRT,283.03,2.63,N
27.71132,-107.80595,332.46,0.46,0.39,2025-05-01,09:09,N,nominal,2.0NRT,279.63,4.78,N
27.67942,-107.34589,299.13,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,277.29,2.02,N
27.68307,-107.34523,317.27,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,279.76,2.02,N
27.682,-107.34354,323.84,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,280.94,3.38,N
27.68748,-107.33249,305.48,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,278.19,1.12,N
27.68839,-107.33728,297.83,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,279.03,1.18,N
25.21661,-107.12786,298.33,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,288.07,1.54,N
25.21861,-107.13846,299.91,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,289.36,1.88,N
25.21952,-107.14326,308.62,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,289.78,1.1,N
25.21928,-107.12083,314.47,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,290.48,1.54,N
25.22033,-107.12641,319.93,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,290.71,1.54,N
25.22134,-107.13184,321.27,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,291.13,1.88,N
25.59288,-107.49627,299.97,0.5,0.41,2025-05-01,09:09,N,nominal,2.0NRT,287.29,1.29,N
25.99695,-107.97213,308.01,0.47,0.4,2025-05-01,09:09,N,nominal,2.0NRT,291.82,1.35,N
25.48828,-103.3977,314.22,0.57,0.52,2025-05-01,09:09,N,nominal,2.0NRT,292.93,1.65,N
26.23451,-106.49165,307.44,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,276.68,1.95,N
26.2355,-106.49668,308.59,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,275.11,1.95,N
26.23839,-106.49073,326.93,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,279.33,3.32,N
26.24322,-106.49471,299.69,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,276.15,3.32,N
26.24224,-106.48974,325.81,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,277.79,3.32,N
26.2461,-106.48871,299.44,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,276.17,2.26,N
26.24708,-106.49373,322.77,0.55,0.43,2025-05-01,09:09,N,nominal,2.0NRT,277.51,2.26,N
26.48618,-107.3806,297.1,0.49,0.41,2025-05-01,09:09,N,nominal,2.0NRT,280.24,0.68,N
26.48382,-107.37923,301.42,0.49,0.41,2025-05-01,09:09,N,nominal,2.0NRT,279.92,0.73,N
26.41095,-106.91814,303.99,0.52,0.42,2025-05-01,09:09,N,nominal,2.0NRT,276.62,1.47,N
26.56151,-107.7103,316.03,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,282.76,1.51,N
26.49434,-107.33339,295.36,0.5,0.41,2025-05-01,09:09,N,nominal,2.0NRT,280.88,1.6,N
26.56604,-107.71433,307.5,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,283.25,4.32,N
26.56512,-107.7094,327.47,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,285.19,7.17,N
26.49728,-107.32854,314.15,0.5,0.41,2025-05-01,09:09,N,nominal,2.0NRT,284.15,1.6,N
26.56969,-107.71364,313.92,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,284.41,4.32,N
26.56874,-107.70853,344.68,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,289.06,7.17,N
26.57328,-107.71266,298.05,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,282.82,1.8,N
26.5723,-107.70741,322.5,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,285.46,2.98,N
26.57584,-107.70611,326.2,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,287.38,2.98,N
26.58035,-107.71008,297.83,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,285.74,1.24,N
26.57737,-107.69407,321.22,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,288.13,1.43,N
26.57838,-107.69948,334.04,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,289.08,2.65,N
26.57935,-107.7047,327.59,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,288.18,2.65,N
26.58091,-107.69278,306.13,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,287.73,1.43,N
26.58191,-107.69814,303,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,287.35,2.65,N
26.58284,-107.70316,307.51,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,287.41,2.65,N
26.58544,-107.69684,312.56,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,287.74,1.22,N
26.58903,-107.69576,299.21,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,288.72,1.22,N
26.58803,-107.69041,325.89,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,289.24,3.11,N
26.5952,-107.68824,301.74,0.48,0.4,2025-05-01,09:09,N,nominal,2.0NRT,288.63,0.99,N
24.93223,-107.21943,306.61,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,292.64,2.37,N
24.93609,-107.21879,316.65,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,294.5,1.9,N
24.93994,-107.21807,310.4,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,294.33,1.9,N
24.94091,-107.22313,313.9,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,294.52,1.9,N
24.94184,-107.22796,316.93,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,295.14,3.23,N
24.94476,-107.22246,317.35,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,294.74,2.03,N
24.99535,-106.47582,298.31,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,287.34,1.26,N
24.9963,-106.48084,339.59,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,287.5,4.92,N
24.99993,-106.47807,317.5,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,287.76,1.74,N
25.0008,-106.48262,303.67,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,285.46,1.74,N
25.00359,-106.47546,313.66,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,289.79,1.74,N
25.00448,-106.48016,319.63,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,289.74,1.74,N
25.12573,-107.09834,311.46,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,291.79,1.52,N
25.12673,-107.10365,328.41,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,293.49,4.48,N
25.12861,-107.09241,303.11,0.54,0.42,2025-05-01,09:09,N,nominal,2.0NRT,290.91,1.52,N
25.00159,-106.47832,318.83,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,288.54,1.77,N
25.00247,-106.48275,314.4,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,287.73,1.77,N
25.12407,-107.10268,323.41,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,292.07,2.46,N
25.0053,-106.47617,313.28,0.39,0.44,2025-05-01,09:09,N,nominal,2.0NRT,289.27,1.77,N
25.12797,-107.10213,313.64,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,292.67,2.46,N
25.20537,-107.15259,311.74,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,288.82,1.5,N
25.20915,-107.15157,301.98,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,289.19,1.5,N
25.21003,-107.15617,317.4,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,290.63,2.67,N
25.2109,-107.16074,321.55,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,291.78,2.67,N
25.21205,-107.14584,322.6,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,289.86,2.22,N
25.21179,-107.12337,306.11,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,290.11,1.49,N
25.21579,-107.14458,311.63,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,290.11,2.22,N
25.21445,-107.11631,308.63,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,291.59,1.28,N
25.21552,-107.12205,308.47,0.53,0.42,2025-05-01,09:09,N,nominal,2.0NRT,289.26,1.54,N
19.41351,-104.25757,324.09,0.34,0.56,2025-05-01,09:11,N,nominal,2.0NRT,290.81,1.79,N
19.41267,-104.25352,304.51,0.34,0.56,2025-05-01,09:11,N,nominal,2.0NRT,290.41,1.39,N
19.409,-104.26145,324.85,0.34,0.56,2025-05-01,09:11,N,nominal,2.0NRT,291.43,1.79,N
19.40969,-104.26477,300.1,0.33,0.56,2025-05-01,09:11,N,nominal,2.0NRT,290.03,1.35,N
19.40818,-104.25748,312.42,0.34,0.56,2025-05-01,09:11,N,nominal,2.0NRT,291,1.79,N
19.40353,-104.26069,304.58,0.34,0.56,2025-05-01,09:11,N,nominal,2.0NRT,290.7,0.83,N
18.50524,-100.72808,367,0.58,0.7,2025-05-01,09:11,N,high,2.0NRT,290.91,16.41,N
18.50388,-100.72215,325.52,0.58,0.7,2025-05-01,09:11,N,nominal,2.0NRT,288.87,16.41,N
18.49901,-100.73026,355.05,0.58,0.7,2025-05-01,09:11,N,nominal,2.0NRT,288.99,16.11,N
19.00684,-104.2578,321.5,0.34,0.56,2025-05-01,09:11,N,nominal,2.0NRT,292.84,1.45,N
17.98945,-99.80587,302.92,0.68,0.74,2025-05-01,09:11,N,nominal,2.0NRT,288.43,0.75,N
18.60963,-102.89412,298.16,0.42,0.61,2025-05-01,09:11,N,nominal,2.0NRT,287.99,0.75,N
18.609,-102.89122,300.78,0.42,0.61,2025-05-01,09:11,N,nominal,2.0NRT,288.14,0.89,N
18.07379,-100.76397,320.59,0.59,0.7,2025-05-01,09:11,N,nominal,2.0NRT,287.41,2.94,N
18.0673,-100.76519,328.3,0.59,0.7,2025-05-01,09:11,N,nominal,2.0NRT,288.13,2.94,N
18.06816,-100.7689,303.34,0.59,0.7,2025-05-01,09:11,N,nominal,2.0NRT,281.33,2.94,N
18.59445,-103.16411,308.63,0.41,0.61,2025-05-01,09:11,N,nominal,2.0NRT,287.97,1.56,N
18.06073,-100.76603,311.06,0.59,0.7,2025-05-01,09:11,N,nominal,2.0NRT,288.24,3.14,N
18.18106,-101.466,299.91,0.53,0.67,2025-05-01,09:11,N,nominal,2.0NRT,286.24,0.62,N
18.18364,-101.46682,297.93,0.53,0.67,2025-05-01,09:11,N,nominal,2.0NRT,286.38,0.64,N
17.64911,-100.38457,295.32,0.64,0.72,2025-05-01,09:11,N,nominal,2.0NRT,283.43,2.03,N
17.64749,-100.40758,307.34,0.64,0.72,2025-05-01,09:11,N,nominal,2.0NRT,288.07,2.23,N
17.64631,-100.40247,302.68,0.64,0.72,2025-05-01,09:11,N,nominal,2.0NRT,287.82,2.23,N
17.63888,-100.40047,314.53,0.64,0.72,2025-05-01,09:11,N,nominal,2.0NRT,287.18,3.33,N
17.63817,-100.39745,313.41,0.64,0.72,2025-05-01,09:11,N,nominal,2.0NRT,287.37,3.33,N
17.93491,-102.21412,305.16,0.48,0.65,2025-05-01,09:11,N,nominal,2.0NRT,290.92,2.08,N
17.93289,-102.20502,307.45,0.48,0.65,2025-05-01,09:11,N,nominal,2.0NRT,290.77,2.48,N
17.93086,-102.19588,314.22,0.48,0.65,2025-05-01,09:11,N,nominal,2.0NRT,290.67,1.28,N
47.56783,-122.34354,306.26,0.4,0.44,2025-05-01,10:43,N,nominal,2.0NRT,281.35,1.15,N
47.56741,-122.3424,308.43,0.4,0.44,2025-05-01,10:43,N,nominal,2.0NRT,281.55,1.32,N
48.27543,-118.62514,330,0.54,0.51,2025-05-01,10:43,N,nominal,2.0NRT,277.61,4.48,N
49.18266,-117.36823,295.9,0.58,0.52,2025-05-01,10:43,N,nominal,2.0NRT,274.69,0.69,N
47.46931,-122.04957,314.77,0.41,0.45,2025-05-01,10:43,N,nominal,2.0NRT,276.73,1.33,N
45.49825,-122.58699,298.96,0.43,0.46,2025-05-01,10:45,N,nominal,2.0NRT,278.48,0.08,N
38.91458,-122.04478,295.19,0.34,0.56,2025-05-01,10:45,N,nominal,2.0NRT,283.74,0.73,N
38.16824,-121.18584,298.15,0.39,0.59,2025-05-01,10:45,N,nominal,2.0NRT,282.34,0.36,N
39.22196,-121.91276,299.23,0.34,0.56,2025-05-01,10:45,N,nominal,2.0NRT,286.47,0.53,N
42.62682,-121.70292,298.09,0.56,0.52,2025-05-01,10:45,N,nominal,2.0NRT,275.74,2.96,N
40.81974,-114.26048,301.44,0.71,0.75,2025-05-01,10:45,N,nominal,2.0NRT,275.68,1.82,N
45.23009,-123.16676,337.7,0.42,0.45,2025-05-01,10:45,N,nominal,2.0NRT,282.41,3.6,N
