latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
19.41195,-155.28438,346.19,0.53,0.5,2025-05-01,00:05,N,nominal,2.0NRT,317,12.46,D
19.4172,-155.27974,335.42,0.53,0.5,2025-05-01,00:05,N,nominal,2.0NRT,302.69,13.21,D
19.40731,-155.28365,349.39,0.53,0.5,2025-05-01,00:05,N,nominal,2.0NRT,319.17,10.63,D
19.4038,-155.27275,337.58,0.53,0.5,2025-05-01,00:05,N,low,2.0NRT,312.11,11.02,D
19.40265,-155.28302,344.37,0.53,0.5,2025-05-01,00:05,N,nominal,2.0NRT,313.97,10.63,D
19.40207,-155.28824,345.04,0.53,0.5,2025-05-01,00:05,N,nominal,2.0NRT,316.51,10.63,D
19.40846,-155.2733,345.53,0.53,0.5,2025-05-01,00:05,N,nominal,2.0NRT,314.85,11.02,D
19.40789,-155.27844,339.27,0.53,0.5,2025-05-01,00:05,N,low,2.0NRT,313.58,11.02,D
19.40672,-155.28891,355.13,0.53,0.5,2025-05-01,00:05,N,nominal,2.0NRT,320.8,10.63,D
19.41313,-155.27388,355.64,0.53,0.5,2025-05-01,00:05,N,nominal,2.0NRT,320.35,13.21,D
19.41255,-155.27907,353.6,0.53,0.5,2025-05-01,00:05,N,nominal,2.0NRT,321.57,13.21,D
19.41135,-155.28973,343.44,0.53,0.5,2025-05-01,00:05,N,nominal,2.0NRT,312.84,12.46,D
48.18759,-64.92356,296.15,0.57,0.52,2025-05-01,05:40,N,nominal,2.0NRT,273.95,1.08,N
45.2803,-66.02126,302.91,0.6,0.53,2025-05-01,05:42,N,nominal,2.0NRT,275.51,1.15,N
20.7636,-76.39626,316.41,0.71,0.75,2025-05-01,05:48,N,nominal,2.0NRT,288.46,3.09,N
20.58849,-76.30244,302.2,0.7,0.75,2025-05-01,05:48,N,nominal,2.0NRT,287.39,1.32,N
20.59114,-76.3076,306.27,0.7,0.75,2025-05-01,05:48,N,nominal,2.0NRT,287.5,1.88,N
20.76836,-76.39872,302.81,0.71,0.75,2025-05-01,05:48,N,nominal,2.0NRT,287.93,1.84,N
20.76786,-76.39163,301.95,0.71,0.75,2025-05-01,05:48,N,nominal,2.0NRT,288.02,1.84,N
18.35982,-71.28177,320.12,0.62,0.54,2025-05-01,05:50,N,nominal,2.0NRT,288.5,2.86,N
18.36049,-71.28774,307.94,0.62,0.54,2025-05-01,05:50,N,nominal,2.0NRT,288.39,2.86,N
45.27985,-66.01631,302.73,0.4,0.6,2025-05-01,07:22,N,nominal,2.0NRT,276.01,1.32,N
45.07302,-83.40479,304.38,0.42,0.38,2025-05-01,07:22,N,nominal,2.0NRT,275.38,1.06,N
46.51501,-84.39368,316.95,0.46,0.39,2025-05-01,07:22,N,nominal,2.0NRT,268.31,2.06,N
46.04464,-73.13906,319.29,0.56,0.43,2025-05-01,07:22,N,nominal,2.0NRT,277.35,3.75,N
45.83824,-73.25469,307.74,0.56,0.43,2025-05-01,07:22,N,nominal,2.0NRT,274.08,2.13,N
45.83671,-73.24776,306.66,0.56,0.43,2025-05-01,07:22,N,nominal,2.0NRT,274.71,2.13,N
45.7823,-73.91206,298.3,0.53,0.42,2025-05-01,07:22,N,nominal,2.0NRT,270.35,0.73,N
46.5753,-80.79223,300.13,0.39,0.36,2025-05-01,07:22,N,nominal,2.0NRT,266.56,1.07,N
45.11371,-73.01238,297.26,0.39,0.44,2025-05-01,07:22,N,nominal,2.0NRT,275.56,1.05,N
46.47874,-81.03918,312.59,0.39,0.36,2025-05-01,07:22,N,nominal,2.0NRT,264.84,1.27,N
45.3058,-74.99397,301.32,0.49,0.4,2025-05-01,07:22,N,nominal,2.0NRT,271.01,0.99,N
46.52369,-84.37295,303.14,0.46,0.39,2025-05-01,07:22,N,nominal,2.0NRT,267.8,1.63,N
46.52009,-84.37384,327.83,0.46,0.39,2025-05-01,07:22,N,nominal,2.0NRT,269.5,3.44,N
46.5208,-84.37987,297.11,0.46,0.39,2025-05-01,07:22,N,nominal,2.0NRT,266.5,2.81,N
40.19405,-78.93381,327.03,0.43,0.38,2025-05-01,07:24,N,nominal,2.0NRT,278.95,3.45,N
40.16379,-79.89119,297.05,0.41,0.37,2025-05-01,07:24,N,nominal,2.0NRT,283.57,0.52,N
39.97216,-79.19828,299.46,0.43,0.38,2025-05-01,07:24,N,nominal,2.0NRT,277.46,0.4,N
39.47645,-79.06718,295.43,0.43,0.38,2025-05-01,07:24,N,nominal,2.0NRT,282.31,0.31,N
39.6846,-80.37402,300.21,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,279.87,0.72,N
39.63417,-80.26727,296.39,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,279.39,0.62,N
39.63315,-80.26493,298.96,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,280.14,0.54,N
39.56149,-80.19781,319.66,0.41,0.37,2025-05-01,07:24,N,nominal,2.0NRT,280.44,1.5,N
39.59033,-80.70902,309.36,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,282.42,0.81,N
39.58701,-80.70997,297.85,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,283.11,0.55,N
39.73212,-82.15015,298.98,0.38,0.36,2025-05-01,07:24,N,nominal,2.0NRT,273.96,0.76,N
39.40237,-80.6789,296.73,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,281.14,0.81,N
39.73343,-83.51664,299.82,0.39,0.36,2025-05-01,07:24,N,nominal,2.0NRT,283.16,0.5,N
39.73011,-83.51746,300.99,0.39,0.36,2025-05-01,07:24,N,nominal,2.0NRT,282.94,0.5,N
39.2581,-80.80659,296.25,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,282.25,0.42,N
39.33196,-81.36556,295.35,0.39,0.36,2025-05-01,07:24,N,nominal,2.0NRT,276.52,0.42,N
37.58974,-76.48611,308.02,0.39,0.44,2025-05-01,07:24,N,nominal,2.0NRT,287.92,0.75,N
38.5985,-82.82794,296.44,0.38,0.36,2025-05-01,07:24,N,nominal,2.0NRT,275.15,1.07,N
37.43538,-79.90721,310.62,0.43,0.38,2025-05-01,07:24,N,nominal,2.0NRT,284.09,1.17,N
37.43193,-79.90822,303.16,0.43,0.38,2025-05-01,07:24,N,nominal,2.0NRT,283.19,0.92,N
37.66061,-81.36715,314.07,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,284.85,1.04,N
37.65985,-81.36277,298.14,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,284.95,1.04,N
39.47175,-84.40197,307.21,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,289.48,1.81,N
42.96621,-81.8716,302.83,0.39,0.36,2025-05-01,07:24,N,nominal,2.0NRT,276.18,0.75,N
42.30633,-83.15395,302.71,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,281.76,0.93,N
42.30299,-83.15481,296.38,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,281.97,0.86,N
42.29964,-83.15568,298.89,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,277.63,0.86,N
42.29832,-83.17093,299.24,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,279.36,0.92,N
40.63717,-74.22211,303.85,0.44,0.46,2025-05-01,07:24,N,nominal,2.0NRT,283.2,1.1,N
40.63601,-74.21708,298,0.44,0.46,2025-05-01,07:24,N,nominal,2.0NRT,279.3,1.1,N
42.29498,-83.17178,299.48,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,279.62,0.92,N
42.29362,-83.1622,307.22,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,281.27,0.76,N
42.29028,-83.16306,314.02,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,281.1,1.4,N
42.28283,-83.11039,305.28,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,283.03,1.03,N
42.27818,-83.12647,298.18,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,281.64,0.38,N
40.73019,-75.30098,296.76,0.39,0.44,2025-05-01,07:24,N,nominal,2.0NRT,279.3,0.87,N
40.48199,-74.32024,295.77,0.44,0.46,2025-05-01,07:24,N,nominal,2.0NRT,275.41,0.51,N
40.89236,-77.70834,306.87,0.46,0.39,2025-05-01,07:24,N,nominal,2.0NRT,280.29,1.24,N
40.15258,-74.77143,304.65,0.42,0.45,2025-05-01,07:24,N,nominal,2.0NRT,274.26,0.62,N
41.67816,-83.45538,295.2,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,283.41,0.71,N
40.07126,-74.76755,296.87,0.42,0.45,2025-05-01,07:24,N,nominal,2.0NRT,272.82,0.42,N
41.63203,-83.50351,297.54,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,283.52,0.88,N
41.13239,-80.69173,300.37,0.39,0.36,2025-05-01,07:24,N,nominal,2.0NRT,281.08,0.97,N
41.46939,-83.36433,304.73,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,281.13,1.32,N
41.46605,-83.36517,295.23,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,280.65,1.02,N
41.45937,-83.36685,316.55,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,282.55,1.85,N
40.79427,-79.70097,295.45,0.41,0.37,2025-05-01,07:24,N,nominal,2.0NRT,279.44,0.53,N
39.82279,-75.4036,299.43,0.4,0.44,2025-05-01,07:24,N,nominal,2.0NRT,284.39,0.92,N
41.22656,-83.20699,302.44,0.39,0.36,2025-05-01,07:24,N,nominal,2.0NRT,281.83,1.3,N
41.22323,-83.20784,312.7,0.39,0.36,2025-05-01,07:24,N,nominal,2.0NRT,282.32,1.3,N
39.96287,-76.59389,296.18,0.53,0.42,2025-05-01,07:24,N,nominal,2.0NRT,273.77,0.44,N
40.67293,-80.33858,297.97,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,282.41,0.68,N
40.6671,-80.34515,345.1,0.4,0.37,2025-05-01,07:24,N,nominal,2.0NRT,284.01,8.51,N
39.93839,-76.81467,305.26,0.52,0.41,2025-05-01,07:24,N,nominal,2.0NRT,275.83,1.33,N
39.58725,-75.63356,297.7,0.39,0.44,2025-05-01,07:24,N,nominal,2.0NRT,279.38,0.92,N
40.39422,-79.85635,325.02,0.41,0.37,2025-05-01,07:24,N,nominal,2.0NRT,280.12,1.72,N
40.39171,-79.86209,295.84,0.41,0.37,2025-05-01,07:24,N,nominal,2.0NRT,280.34,1.72,N
30.66957,-84.37502,299.92,0.39,0.36,2025-05-01,07:26,N,nominal,2.0NRT,288.25,0.37,N
30.51821,-83.67106,298.59,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.52,0.21,N
31.16285,-87.98009,297.2,0.44,0.38,2025-05-01,07:26,N,nominal,2.0NRT,267.68,0.79,N
30.4542,-84.1991,306.53,0.39,0.36,2025-05-01,07:26,N,nominal,2.0NRT,289.64,1.19,N
30.78522,-86.43933,308.62,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,275.92,0.89,N
30.08773,-83.25225,298.81,0.41,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.44,0.27,N
30.69232,-86.4481,297.05,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,278.04,0.53,N
37.2731,-79.99883,306.29,0.43,0.38,2025-05-01,07:26,N,nominal,2.0NRT,281.61,1.01,N
36.35473,-76.80652,341.55,0.4,0.44,2025-05-01,07:26,N,nominal,2.0NRT,286.97,4.66,N
36.35568,-76.8109,301.53,0.4,0.44,2025-05-01,07:26,N,nominal,2.0NRT,286.8,2.13,N
36.68814,-83.03734,295.1,0.38,0.36,2025-05-01,07:26,N,nominal,2.0NRT,279.65,0.39,N
36.55859,-82.3666,327.7,0.39,0.36,2025-05-01,07:26,N,nominal,2.0NRT,290.79,3.67,N
36.5593,-82.37087,301.45,0.39,0.36,2025-05-01,07:26,N,nominal,2.0NRT,287.17,3.67,N
36.55529,-82.36744,316.43,0.39,0.36,2025-05-01,07:26,N,nominal,2.0NRT,285.56,3.67,N
35.68483,-80.21369,297.03,0.44,0.39,2025-05-01,07:26,N,nominal,2.0NRT,285.29,0.41,N
35.68134,-80.21468,302.48,0.44,0.39,2025-05-01,07:26,N,nominal,2.0NRT,285.98,0.41,N
34.86675,-77.10841,298.65,0.42,0.45,2025-05-01,07:26,N,nominal,2.0NRT,287.35,0.99,N
34.86462,-77.11864,299.1,0.42,0.45,2025-05-01,07:26,N,nominal,2.0NRT,287.42,0.91,N
34.86366,-77.11417,310.38,0.42,0.45,2025-05-01,07:26,N,nominal,2.0NRT,288.65,0.99,N
34.86269,-77.10971,303.3,0.42,0.45,2025-05-01,07:26,N,nominal,2.0NRT,287.37,0.99,N
35.50566,-80.3312,312.98,0.44,0.38,2025-05-01,07:26,N,nominal,2.0NRT,289.48,1.17,N
34.8474,-77.11935,299.42,0.42,0.45,2025-05-01,07:26,N,nominal,2.0NRT,287.97,1.36,N
34.84333,-77.12064,298.32,0.42,0.45,2025-05-01,07:26,N,nominal,2.0NRT,287.08,0.52,N
34.84236,-77.11617,296.93,0.42,0.45,2025-05-01,07:26,N,nominal,2.0NRT,286.36,0.52,N
34.84527,-77.11861,306.44,0.42,0.45,2025-05-01,07:26,N,nominal,2.0NRT,288.39,1.43,N
35.151,-79.2272,305.27,0.49,0.4,2025-05-01,07:26,N,nominal,2.0NRT,289.35,0.84,N
35.14996,-79.22186,304.4,0.49,0.4,2025-05-01,07:26,N,nominal,2.0NRT,289.37,0.94,N
35.14734,-79.22826,314.82,0.49,0.4,2025-05-01,07:26,N,nominal,2.0NRT,289.36,2.38,N
35.1463,-79.22292,310.67,0.49,0.4,2025-05-01,07:26,N,nominal,2.0NRT,289.33,0.99,N
35.14527,-79.21758,299.62,0.49,0.4,2025-05-01,07:26,N,nominal,2.0NRT,289.09,0.99,N
35.1432,-79.20696,299.39,0.49,0.4,2025-05-01,07:26,N,nominal,2.0NRT,289.09,0.66,N
34.98419,-78.46356,304.44,0.53,0.42,2025-05-01,07:26,N,nominal,2.0NRT,286.97,0.88,N
35.11442,-79.23779,310.66,0.49,0.4,2025-05-01,07:26,N,nominal,2.0NRT,288.53,1.03,N
35.11179,-79.24411,298.71,0.49,0.4,2025-05-01,07:26,N,nominal,2.0NRT,288.23,0.42,N
34.68349,-77.20061,334.74,0.42,0.45,2025-05-01,07:26,N,nominal,2.0NRT,291.46,4.9,N
35.34115,-80.82862,302.58,0.43,0.38,2025-05-01,07:26,N,nominal,2.0NRT,289.79,0.76,N
35.42778,-81.35423,343.36,0.41,0.37,2025-05-01,07:26,N,nominal,2.0NRT,291.27,10.41,N
35.07791,-79.47723,299.28,0.48,0.4,2025-05-01,07:26,N,nominal,2.0NRT,288.63,0.39,N
34.87923,-80.67355,298.98,0.44,0.38,2025-05-01,07:26,N,nominal,2.0NRT,288.18,0.4,N
36.52074,-97.8418,295.81,0.56,0.69,2025-05-01,07:26,N,nominal,2.0NRT,281.64,0.55,N
36.51974,-97.84129,296.87,0.56,0.69,2025-05-01,07:26,N,nominal,2.0NRT,281.09,1.51,N
34.37468,-79.88901,309.28,0.47,0.4,2025-05-01,07:26,N,nominal,2.0NRT,283.83,1.32,N
34.15147,-79.56155,296.45,0.49,0.4,2025-05-01,07:26,N,nominal,2.0NRT,285.68,0.7,N
34.8714,-86.6935,307.75,0.43,0.38,2025-05-01,07:26,N,nominal,2.0NRT,282.11,0.94,N
34.87063,-86.69084,304.87,0.43,0.38,2025-05-01,07:26,N,nominal,2.0NRT,281.48,0.86,N
33.66417,-79.93055,302.08,0.48,0.4,2025-05-01,07:26,N,nominal,2.0NRT,288.96,2.46,N
33.66054,-79.93155,329.58,0.48,0.4,2025-05-01,07:26,N,nominal,2.0NRT,289.29,2.46,N
33.66154,-79.93666,302.87,0.48,0.4,2025-05-01,07:26,N,nominal,2.0NRT,288.42,1.33,N
33.66093,-79.9277,328.86,0.48,0.4,2025-05-01,07:26,N,nominal,2.0NRT,288.88,1.72,N
33.66289,-79.93795,299.17,0.48,0.4,2025-05-01,07:26,N,nominal,2.0NRT,287.7,1.14,N
33.66191,-79.93283,299.69,0.48,0.4,2025-05-01,07:26,N,nominal,2.0NRT,287.99,1.14,N
33.65925,-79.93896,300.21,0.48,0.4,2025-05-01,07:26,N,nominal,2.0NRT,286.75,1.14,N
33.6573,-79.92868,300.48,0.48,0.4,2025-05-01,07:26,N,nominal,2.0NRT,285.29,1.72,N
33.83072,-81.39566,308.17,0.42,0.38,2025-05-01,07:26,N,nominal,2.0NRT,287.28,1.08,N
33.5844,-80.92792,299.51,0.44,0.39,2025-05-01,07:26,N,nominal,2.0NRT,288.8,0.34,N
33.01635,-79.88432,313.32,0.49,0.41,2025-05-01,07:26,N,nominal,2.0NRT,286.67,1.16,N
33.01267,-79.88532,329.59,0.49,0.41,2025-05-01,07:26,N,nominal,2.0NRT,287.66,3.22,N
33.00899,-79.88632,300.93,0.49,0.41,2025-05-01,07:26,N,nominal,2.0NRT,285.67,3.22,N
33.48105,-83.14354,302.29,0.39,0.36,2025-05-01,07:26,N,nominal,2.0NRT,283.99,0.36,N
34.92883,-97.64812,295.57,0.53,0.67,2025-05-01,07:26,N,nominal,2.0NRT,282.49,0.49,N
32.94938,-80.51527,298.34,0.47,0.39,2025-05-01,07:26,N,nominal,2.0NRT,284.34,0.48,N
33.73687,-86.15556,308.42,0.41,0.37,2025-05-01,07:26,N,nominal,2.0NRT,290.43,0.83,N
33.58551,-86.77976,302.25,0.42,0.38,2025-05-01,07:26,N,nominal,2.0NRT,289.65,0.47,N
33.58446,-86.78194,303.77,0.42,0.38,2025-05-01,07:26,N,nominal,2.0NRT,289.87,0.61,N
33.58101,-86.78263,307.48,0.42,0.38,2025-05-01,07:26,N,nominal,2.0NRT,290.41,0.84,N
33.0943,-83.55343,303.53,0.39,0.36,2025-05-01,07:26,N,nominal,2.0NRT,288.21,0.66,N
32.58575,-80.80933,301.02,0.46,0.39,2025-05-01,07:26,N,nominal,2.0NRT,288.04,0.35,N
33.54488,-86.80354,313.54,0.42,0.38,2025-05-01,07:26,N,nominal,2.0NRT,290.35,1.18,N
33.53525,-86.75896,329.38,0.42,0.38,2025-05-01,07:26,N,nominal,2.0NRT,290.36,1.75,N
33.5318,-86.75962,301.36,0.42,0.38,2025-05-01,07:26,N,nominal,2.0NRT,289.13,1.75,N
33.22232,-86.81309,303.53,0.42,0.38,2025-05-01,07:26,N,nominal,2.0NRT,288.91,0.28,N
33.21923,-86.79062,309.52,0.42,0.38,2025-05-01,07:26,N,nominal,2.0NRT,289.48,1.08,N
33.4474,-88.57792,299.48,0.49,0.4,2025-05-01,07:26,N,nominal,2.0NRT,285.83,1.6,N
33.17933,-86.75714,320.3,0.42,0.37,2025-05-01,07:26,N,nominal,2.0NRT,289.86,1.86,N
32.58027,-82.94862,302.84,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.82,0.77,N
33.23337,-87.50794,306.34,0.44,0.38,2025-05-01,07:26,N,nominal,2.0NRT,291.6,1,N
33.23047,-87.51336,310.88,0.44,0.38,2025-05-01,07:26,N,nominal,2.0NRT,290.53,1.25,N
33.10378,-86.63345,299.89,0.41,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.45,0.21,N
33.10531,-86.79732,303.55,0.42,0.37,2025-05-01,07:26,N,nominal,2.0NRT,289.27,0.58,N
33.09216,-86.80448,321.96,0.42,0.37,2025-05-01,07:26,N,nominal,2.0NRT,290.39,2.29,N
32.09626,-81.15775,300.33,0.45,0.39,2025-05-01,07:26,N,nominal,2.0NRT,288.52,0.53,N
32.14492,-82.52533,298.18,0.41,0.37,2025-05-01,07:26,N,nominal,2.0NRT,287.62,0.56,N
31.75586,-81.60452,299.53,0.44,0.38,2025-05-01,07:26,N,nominal,2.0NRT,288.72,0.65,N
31.85897,-82.58167,299.88,0.41,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.02,0.61,N
31.85558,-82.58249,305.59,0.41,0.37,2025-05-01,07:26,N,nominal,2.0NRT,287.31,0.61,N
31.90607,-82.99645,305.75,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.18,0.6,N
32.41797,-87.1394,307.59,0.42,0.38,2025-05-01,07:26,N,nominal,2.0NRT,287.23,0.99,N
31.68758,-83.19637,307.46,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.47,0.98,N
31.68688,-83.1922,311.04,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.33,0.98,N
32.18509,-86.54344,301.82,0.41,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.36,0.47,N
31.27866,-84.46419,300.64,0.38,0.36,2025-05-01,07:26,N,nominal,2.0NRT,289.17,0.3,N
30.79754,-83.3511,301.75,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.9,0.65,N
30.79683,-83.34696,306.06,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,289.74,0.92,N
30.83792,-83.84695,333.29,0.39,0.36,2025-05-01,07:26,N,nominal,2.0NRT,289.99,3.29,N
30.76285,-83.48183,315.01,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,289.11,1.39,N
30.77423,-83.59024,300.4,0.4,0.37,2025-05-01,07:26,N,nominal,2.0NRT,289.38,0.29,N
30.49406,-82.09077,303.92,0.44,0.38,2025-05-01,07:26,N,nominal,2.0NRT,285.95,1.07,N
30.63907,-83.67924,298.74,0.39,0.37,2025-05-01,07:26,N,nominal,2.0NRT,288.49,0.29,N
18.3921,-90.93923,310.3,0.44,0.38,2025-05-01,07:29,N,nominal,2.0NRT,293.8,0.86,N
17.65583,-93.36269,310.09,0.57,0.43,2025-05-01,07:29,N,nominal,2.0NRT,294.78,1.59,N
18.43311,-99.39893,324.28,0.47,0.64,2025-05-01,07:29,N,nominal,2.0NRT,286.34,5.12,N
17.71948,-93.15779,310.29,0.55,0.43,2025-05-01,07:29,N,nominal,2.0NRT,294.74,1.34,N
17.75097,-92.91502,329.71,0.54,0.42,2025-05-01,07:29,N,nominal,2.0NRT,294.98,6.56,N
17.75552,-92.91952,330.63,0.54,0.42,2025-05-01,07:29,N,nominal,2.0NRT,297.25,9.15,N
17.96905,-94.51823,309.93,0.45,0.47,2025-05-01,07:29,N,nominal,2.0NRT,293.48,2.13,N
17.97442,-94.52615,307.33,0.45,0.47,2025-05-01,07:29,N,nominal,2.0NRT,295.22,2.2,N
17.98358,-94.52917,340.63,0.45,0.47,2025-05-01,07:29,N,nominal,2.0NRT,295.41,6.24,N
17.86832,-93.49846,308.5,0.39,0.44,2025-05-01,07:29,N,nominal,2.0NRT,295.07,0.73,N
17.83852,-93.12263,313.75,0.55,0.43,2025-05-01,07:29,N,nominal,2.0NRT,294.7,10.81,N
17.92365,-93.76146,306.16,0.4,0.44,2025-05-01,07:29,N,nominal,2.0NRT,294.23,0.83,N
17.83782,-93.11739,339.89,0.55,0.43,2025-05-01,07:29,N,nominal,2.0NRT,295,10.81,N
17.84176,-93.11684,333.17,0.55,0.43,2025-05-01,07:29,N,nominal,2.0NRT,304.27,62.91,N
17.84246,-93.12207,344.17,0.55,0.43,2025-05-01,07:29,N,nominal,2.0NRT,297.96,62.91,N
17.92296,-93.63056,307.09,0.39,0.44,2025-05-01,07:29,N,nominal,2.0NRT,294.1,0.77,N
17.85751,-93.11462,311.67,0.55,0.43,2025-05-01,07:29,N,nominal,2.0NRT,295.65,2.35,N
17.84499,-93.11963,314.88,0.55,0.43,2025-05-01,07:29,N,nominal,2.0NRT,294.99,2.24,N
17.85681,-93.11792,307.78,0.55,0.43,2025-05-01,07:29,N,nominal,2.0NRT,295.53,2.32,N
17.90865,-93.52278,305.85,0.39,0.44,2025-05-01,07:29,N,nominal,2.0NRT,294.62,1,N
17.91269,-93.52222,338.67,0.39,0.44,2025-05-01,07:29,N,nominal,2.0NRT,295.4,3.51,N
17.92638,-93.63026,339.49,0.4,0.44,2025-05-01,07:29,N,nominal,2.0NRT,298.26,8.14,N
17.93452,-93.6291,335.17,0.4,0.44,2025-05-01,07:29,N,nominal,2.0NRT,295.62,2.95,N
17.89075,-93.19344,314.04,0.56,0.43,2025-05-01,07:29,N,nominal,2.0NRT,295.35,6.93,N
17.9151,-93.38116,310.63,0.57,0.43,2025-05-01,07:29,N,nominal,2.0NRT,294.57,1.29,N
18.02174,-94.22234,306.15,0.43,0.46,2025-05-01,07:29,N,nominal,2.0NRT,293.59,0.54,N
17.88938,-93.1829,332.4,0.56,0.43,2025-05-01,07:29,N,nominal,2.0NRT,294.54,8.66,N
17.89006,-93.18819,329.36,0.56,0.43,2025-05-01,07:29,N,nominal,2.0NRT,295.46,6.93,N
17.85252,-92.87194,309.49,0.54,0.42,2025-05-01,07:29,N,nominal,2.0NRT,294.94,2,N
17.89264,-93.17705,307.26,0.56,0.43,2025-05-01,07:29,N,nominal,2.0NRT,294.39,46.79,N
17.89402,-93.18761,345.66,0.56,0.43,2025-05-01,07:29,N,nominal,2.0NRT,303.75,63.77,N
17.89798,-93.18703,315.76,0.56,0.43,2025-05-01,07:29,N,nominal,2.0NRT,295.66,63.77,N
17.89729,-93.18177,330.11,0.56,0.43,2025-05-01,07:29,N,nominal,2.0NRT,294.41,46.79,N
17.90125,-93.1812,320.54,0.56,0.43,2025-05-01,07:29,N,nominal,2.0NRT,304.05,83.74,N
17.90194,-93.18646,332.71,0.56,0.43,2025-05-01,07:29,N,nominal,2.0NRT,296.75,46.01,N
17.9664,-93.65132,339.32,0.4,0.44,2025-05-01,07:29,N,nominal,2.0NRT,296.76,6.06,N
18.17746,-95.23908,304.95,0.5,0.49,2025-05-01,07:29,N,nominal,2.0NRT,293.13,0.79,N
18.18538,-95.2283,304.53,0.5,0.49,2025-05-01,07:29,N,nominal,2.0NRT,292.88,0.65,N
18.03086,-93.9239,321.84,0.41,0.45,2025-05-01,07:29,N,nominal,2.0NRT,293.99,1.63,N
18.1087,-94.39648,317.42,0.44,0.46,2025-05-01,07:29,N,nominal,2.0NRT,294.36,2,N
18.10225,-94.34599,334.68,0.44,0.46,2025-05-01,07:29,N,nominal,2.0NRT,294.95,4.15,N
18.00634,-93.4525,319.56,0.39,0.44,2025-05-01,07:29,N,nominal,2.0NRT,295.31,1.51,N
17.87891,-92.48981,344.09,0.51,0.41,2025-05-01,07:29,N,nominal,2.0NRT,296.53,11.85,N
17.87816,-92.48795,331.58,0.51,0.41,2025-05-01,07:29,N,nominal,2.0NRT,296.86,8.75,N
18.00738,-93.45299,311.82,0.39,0.44,2025-05-01,07:29,N,nominal,2.0NRT,295.17,1.38,N
18.0906,-94.04977,311.64,0.42,0.45,2025-05-01,07:29,N,nominal,2.0NRT,294.14,5.24,N
18.0901,-94.04575,339.59,0.42,0.45,2025-05-01,07:29,N,nominal,2.0NRT,295.83,5.98,N
18.03741,-93.59223,315.54,0.39,0.44,2025-05-01,07:29,N,nominal,2.0NRT,294.81,1.29,N
17.89399,-92.49054,334.1,0.51,0.41,2025-05-01,07:29,N,nominal,2.0NRT,295.4,9.24,N
18.09429,-94.04514,320.8,0.42,0.45,2025-05-01,07:29,N,nominal,2.0NRT,295.39,1.88,N
17.89779,-92.48998,332.19,0.51,0.41,2025-05-01,07:29,N,nominal,2.0NRT,295.62,9.24,N
18.13076,-94.20058,321.29,0.43,0.46,2025-05-01,07:29,N,nominal,2.0NRT,294.56,2.03,N
18.00407,-93.05237,309.85,0.55,0.43,2025-05-01,07:29,N,nominal,2.0NRT,295.01,1.03,N
18.06297,-93.3143,306.61,0.57,0.43,2025-05-01,07:29,N,nominal,2.0NRT,295.23,1.24,N
18.06625,-93.30831,309.79,0.57,0.43,2025-05-01,07:29,N,nominal,2.0NRT,294.62,1.14,N
